Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2021/000471;CENTRO DEPORTIVO TRIÁNGULO DE ORO. ADECUACIÓN ENVOLVENTE, PABELLÓN Y SALAS ANEXAS;001190;93301;63200;;1.629.944,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;206;TETUAN
2021/001198;NAVE TALLER Y EDIFICIOS ANEJOS SAMUR EN AVDA. DE VALLADOLID, 6. REFORMA;001190;93301;63200;;1.300.845,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;209;MONCLOA-ARAVACA
2021/001280;BASE SAMUR PZA. LEGAZPI, 7. SUBSANACIÓN DE PATOLOGÍAS Y ACONDICIONAMIENTO;001190;93301;63200;;1.799.931,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;202;ARGANZUELA
2021/001330;CENTRO DEPORTIVO CERRO ALMODÓVAR. ADECUACIÓN PABELLÓN VOLEY PLAYA;001190;93301;63200;5;1.147.800,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;218;VILLA DE VALLECAS
2021/001335;VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. CONSTRUCCIÓN;001190;93301;62200;;500.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;213;PUENTE DE VALLECAS
2021/001403;CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. OBRAS REFORMA PISCINA SAMARANCH;001190;93301;63200;;1.500.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2021/001472;EDIFICIO MERCADO SAN ENRIQUE. ADECUACIÓN PLANTAS 1ª y 2ª PARA CENTRO SERVICIOS SOCIALES Y FAMILIA;001190;93301;63200;;696.556,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;206;TETUAN
2021/001479;CENTRO DEPORTIVO SANTA ANA. SUBSANACIÓN PATOLOGÍAS PISCINA;001190;93301;63200;;1.101.265,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2021/001484;CENTRO DEPORTIVO FRANCOS RODRÍGUEZ. REFORMA INTEGRAL PABELLÓN DE INVIERNO;001190;93301;63200;;892.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;209;MONCLOA-ARAVACA
2021/001596;CENTRO DEPORTIVO FRANCOS RODRÍGUEZ. SUBSANACION DE PATOLOGÍAS PISCINAS Y VESTUARIOS;001190;93301;63200;;3.059.932,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;209;MONCLOA-ARAVACA
2022/000250;EDIFICIO C/ COMANDANTE AZCÁRRAGA 4. OBRAS DE REFORMA Y ACONDICIONAMIENTO;001190;93301;63200;;3.576.131,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;205;CHAMARTIN
2022/000306;BASE SAMUR-PROTECCION CIVIL DEL DISTRITO DE MORATALAZ. CONSTRUCCION;001190;93301;62200;;400.000,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;214;MORATALAZ
2022/000307;CENTRO MULTIFUNCIONAL C/ FRANCISCO REMIRO, 21. CONSTRUCCION;001190;93301;62200;;150.000,00;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;204;SALAMANCA
2022/000308;NUEVO AULARIO DEL CENTRO DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). CONSTRUCCION;001190;93301;62200;;120.000,00;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;210;LATINA
2022/000310;ESTUDIOS Y TRABAJOS TECNICOS PARA EDIFICIOS DE NUEVA PLANTA;001190;93301;62200;;100.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2022/000354;MERCADO MUNICIPAL VILLA DE VALLECAS. OBRAS DE REFORMA DE LA CUBIERTA;001190;93301;63200;;183.311,00;14;SECTORES PRODUCTIVOS;00;COMERCIO;218;VILLA DE VALLECAS
2022/000355;ESTUDIOS Y TRABAJOS TECNICOS. OBRAS DE REFORMA DE EDIFICIOS;001190;93301;63200;;100.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;998;VARIOS DISTRITOS
2022/000466;CENTRO DEPORTIVO C/MISTRAL, 4. PISCINA DE VERANO, VESTUARIOS, CERRAMIENTO E INSTALACIONES;001190;93301;62200;;400.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;221;BARAJAS
2022/000467;CENTRO DEPORTIVO PASEO DE LA DIRECCION. PISCINA DE VERANO, VESTUARIOS,CERRAMIENTO E INSTALACIONES;001190;93301;62200;;400.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;206;TETUAN
2022/000487;ESCUELA DE MÚSICA EN EL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;5;150.000,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;213;PUENTE DE VALLECAS
2022/000488;FACTORÍA INDUSTRIAL VILLA DE VALLECAS. CONSTRUCCIÓN;001190;93301;62200;5;150.000,00;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;218;VILLA DE VALLECAS
2022/000556;EDIFICIO Pº DEL PRADO, 30. OBRAS DE REMODELACIÓN PARA EQUIPAMIENTO CULTURAL;001190;93301;63200;;300.000,00;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;201;CENTRO
2022/001001;ESCUELA INFANTIL LOS PAJARITOS, DISTRITO DE RETIRO. CONSTRUCCIÓN;001190;93301;62200;;150.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;203;RETIRO
2022/002008;GIMNASIO EN CENTRO DEPORTIVO HORTALEZA. CONSTRUCCIÓN (ID 19: 8847);001190;93301;62200;5;150.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;216;HORTALEZA
2022/000245;ZONA VERDE ANEXA AL COLEGIO PÚBLICO SANTA MARÍA. REMODELACIÓN;001201;17102;61921;;150.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;201;CENTRO
2022/000251;CENTROS DE MAYORES DEL DISTRITO CENTRO. OTRO MOBILIARIO Y ENSERES;001201;23103;63599;;15.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;201;CENTRO
2021/000189;EQUIPAMIENTO ESCUELAS INFANTILES DEL DISTRITO CENTRO;001201;32301;63599;;5.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;201;CENTRO
2022/000252;ESCUELA INFANTIL EL DUENDE, C/PALMA, 36. OBRAS DE AMPLIACIÓN Y MEJORA;001201;32301;63200;;600.000,00;05;EDUCACIÓN;01;ESCUELAS INFANTILES;201;CENTRO
2022/000253;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO CENTRO;001201;32301;63200;;870.000,00;05;EDUCACIÓN;00;COLEGIOS;201;CENTRO
2022/000254;CENTROS CULTURALES DISTRITO CENTRO. EQUIPAMIENTO PROGRAMACIÓN CULTURAL;001201;33401;62599;;10.000,00;10;CULTURA;03;CENTROS CULTURALES;201;CENTRO
2022/000258;DEPORTIVO BÁSICO CONDE DUQUE. OBRAS DE MEJORA Y EFICIENCIA ENERGÉTICA;001201;34201;61999;;48.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;201;CENTRO
2022/000259;CENTRO SERVICIOS SOCIALES EN LA PLAZA DEL DOS DE MAYO,1. OBRAS DE ADAPTACIÓN;001201;93302;63200;;58.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;201;CENTRO
2022/000260;CENTRO DE MAYORES BENITO MARTÍN LOZANO,C/SANTA BRÍGIDA,12. OBRAS DE MEJORA Y ADAPTACIÓN A NORMATIVA;001201;93302;63200;;47.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;201;CENTRO
2022/000272;EDIFICIOS DISTRITO CENTRO. OBRAS DE CONSERVACIÓN ASCENSORES Y ADAPTACIÓN A NORMATIVA;001201;93302;63200;;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;201;CENTRO
2022/000238;OBRAS DE MEJORA Y CONSERVACION CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE ARGANZUELA;001202;32301;63200;;968.200,00;05;EDUCACIÓN;00;COLEGIOS;202;ARGANZUELA
2022/000242;CENTROS DEPORTIVOS DISTRITO DE ARGANZUELA. MOBILIARIO Y EQUIPOS OFICINA;001202;34201;62500;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;202;ARGANZUELA
2022/000243;CENTROS DEPORTIVOS DISTRITO DE ARGANZUELA. INSTALACIONES TÉCNICAS;001202;34201;63301;;1.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;202;ARGANZUELA
2022/000246;OBRAS DE MEJORA Y CONSERVACIÓN INSTALACIONES DEPORTIVAS DEL DISTRITO DE ARGANZUELA;001202;34201;63200;;131.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;202;ARGANZUELA
2022/000555;CENTRO DEPORTIVO LA FUNDI. ADAPTACIÓN PISTA PÁDEL A PERSONAS MOVILIDAD REDUCIDA;001202;34201;63200;;20.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;202;ARGANZUELA
2022/000280;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE ARGANZUELA;001202;92001;62500;;10.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;202;ARGANZUELA
2022/000280;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE ARGANZUELA;001202;92001;62599;;1.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;202;ARGANZUELA
2022/000248;OBRAS DE CONSERVACIÓN Y MEJORA EDIFICIOS DEL DISTRITO DE ARGANZUELA;001202;93302;63200;;166.104,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;202;ARGANZUELA
2022/000031;VÍAS PÚBLICAS DEL DISTRITO DE RETIRO. OBRAS DE MEJORA DE LA ACCESIBILIDAD;001203;15322;61910;;3.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;203;RETIRO
2022/000026;OBRAS DE MEJORA CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE RETIRO;001203;32301;63200;;592.697,00;05;EDUCACIÓN;00;COLEGIOS;203;RETIRO
2022/000025;ESCUELA DE MÚSICA PLÁCIDO DOMINGO. OBRAS DE MEJORA CLIMATIZACIÓN;001203;32601;63200;;25.000,00;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;203;RETIRO
2022/000549;ROCÓDROMO EN EL DISTRITO DE RETIRO. CONSTRUCCIÓN;001203;34101;63200;;61.561,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;203;RETIRO
2022/000030;OBRAS DE ACONDICIONAMIENTO INSTALACIONES DEPORTIVAS DEL DISTRITO DE RETIRO;001203;34201;63200;;60.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;203;RETIRO
2022/000104;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO DE RETIRO;001203;34201;62599;;2.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;203;RETIRO
2022/000104;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO DE RETIRO;001203;34201;62999;;25.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;203;RETIRO
2022/000024;CENTRO CULTURAL CLARA CAMPOAMOR. MEJORAS CLIMATIZACIÓN;001203;93302;63200;;52.000,00;10;CULTURA;03;CENTROS CULTURALES;203;RETIRO
2018/005409;ENTORNO PZA.BOSTÓN, PARQUE INFANTIL Y COLEGIO PÚBLICO GUINDALERA. OBRAS MEJORA URBANA;001204;15322;61904;5;140.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;204;SALAMANCA
2019/004286;ENTORNO CALLES ARDEMANS Y FERRER DEL RÍO.MEJORA ACCESIBILIDAD Y CALIDAD ESPACIO PÚBLICO;001204;15322;61904;;379.851,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;204;SALAMANCA
2021/001007;ENTORNO PLAZA BASILEA. OBRAS DE MEJORA URBANA;001204;15322;61904;5;267.101,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;204;SALAMANCA
2021/000607;OBRAS DE MEJORA Y ACONDICIONAMIENTO CENTROS  DE ENSEÑANZA DISTRITO DE SALAMANCA;001204;32301;63200;;170.000,00;05;EDUCACIÓN;00;COLEGIOS;204;SALAMANCA
2022/000378;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE SALAMANCA;001204;32301;63200;;75.000,00;05;EDUCACIÓN;00;COLEGIOS;204;SALAMANCA
2022/000379;PLACAS CONMEMORATIVAS EN DIVERSAS CALLES DISTRITO SALAMANCA. INSTALACIÓN;001204;33401;60999;;7.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;204;SALAMANCA
2022/000380;EQUIPAMIENTO CENTROS CULTURALES DISTRITO DE SALAMANCA;001204;33401;62599;;180.000,00;10;CULTURA;03;CENTROS CULTURALES;204;SALAMANCA
2022/000382;DEPORTIVO BÁSICO TORRESPAÑA. SUMINISTRO E INSTALACIÓN DE PORTERÍAS;001204;34201;62599;;9.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;204;SALAMANCA
2022/000383;EQUIPAMIENTO CENTRO DEPORTIVO GIMNASIO MOSCARDÓ;001204;34201;62599;;18.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2022/000383;EQUIPAMIENTO CENTRO DEPORTIVO GIMNASIO MOSCARDÓ;001204;34201;62999;;7.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2022/000383;EQUIPAMIENTO CENTRO DEPORTIVO GIMNASIO MOSCARDÓ;001204;34201;63300;;4.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2022/000385;CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. CESPED ARTIFICIAL PARA SOLARIUM PISCINA;001204;34201;63200;;3.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2022/000386;OBRAS DE REFORMA INSTALACIONES DEPORTIVAS DEL DISTRITO DE SALAMANCA;001204;34201;63200;;55.149,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;204;SALAMANCA
2020/000354;EDIFICIO SEDE DISTRITO SALAMANCA. OBRAS DE REHABILITACIÓN GENERAL;001204;93302;63200;;150.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;204;SALAMANCA
2022/000389;OBRAS DE CONSERVACIÓN EDIFICIOS DEL DISTRITO DE SALAMANCA;001204;93302;63200;;230.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;204;SALAMANCA
2021/001054;ACERAS Y CALZADAS DISTRITO DE CHAMARTÍN. ADECUACIÓN;001205;15322;61910;;20.140,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;205;CHAMARTIN
2022/002006;PLAZA DE GETAFE. OBRAS DE REMODELACIÓN (ID 18: 2742);001205;15322;61910;5;150.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;205;CHAMARTIN
2022/002044;DIVERSAS CALLES DEL DISTRITO DE CHAMARTÍN. AMPLIACIÓN ANCHO DE ACERAS (ID 19: 10931);001205;15322;61910;5;160.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;205;CHAMARTIN
2022/000232;CIRCUITO DEPORTIVO ELEMENTAL PUMP TRACK EN ZONA FORESTAL M30;001205;17102;60913;;120.000,00;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;205;CHAMARTIN
2022/000233;ZONA VERDE EN AVDA.BURGOS 1-3. REMODELACIÓN;001205;17102;61921;;200.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;205;CHAMARTIN
2022/000234;JARDINES DE LA AVENIDA DE  ALFONSO XIII, 101. REMODELACIÓN Y ACONDICIONAMIENTO;001205;17102;61921;;60.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;205;CHAMARTIN
2022/000235;JARDINES DE JOAQUIN MASMITJA. REMODELACIÓN;001205;17102;61921;;80.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;205;CHAMARTIN
2022/000236;JARDINES DE LA PLAZA VALPARAÍSO. OBRAS DE REFORMA Y MEJORA;001205;17102;61921;;130.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;205;CHAMARTIN
2022/002033;MESAS DE PING PONG (TENIS DE MESA) EN EL PARQUE DE BERLÍN. INSTALACIÓN (ID 20: 15579);001205;17102;60913;5;10.000,00;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;205;CHAMARTIN
2022/000229;SERVICIOS DE SALUBRIDAD DISTRITO DE CHAMARTÍN. EQUIPOS DE CONTROL Y ANÁLISIS;001205;31101;62302;;900;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;205;CHAMARTIN
2021/002060;COLEGIOS PÚBLICOS DEL DISTRITO DE CHAMARTÍN. OBRAS DE MEJORA EN PATIOS (ID 20: 16156);001205;32301;63200;5;150.000,00;05;EDUCACIÓN;00;COLEGIOS;205;CHAMARTIN
2022/000511;OBRAS CONSERVACIÓN Y MEJORA CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE CHAMARTÍN;001205;32301;63200;;429.234,00;05;EDUCACIÓN;00;COLEGIOS;205;CHAMARTIN
2022/000230;PLACAS CONMEMORATIVAS DISTRITO DE CHAMARTÍN. INSTALACIÓN;001205;33401;60999;;600;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;205;CHAMARTIN
2022/000231;CENTRO DEPORTIVO PRADILLO. MÁQUINA ULTRASONIDO PARA SERVICIO DE FISIOTERAPIA;001205;34201;62300;;1.800,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;205;CHAMARTIN
2022/000558;CENTRO CULTURAL NICOLÁS SALMERÓN. ADAPTACIÓN CUBIERTA PATIO A NORMATIVA PROTECCIÓN INCENDIOS;001205;93302;63200;;90.619,00;10;CULTURA;03;CENTROS CULTURALES;205;CHAMARTIN
2022/000336;ZONAS VERDES Y AJARDINADAS DISTRITO DE TETUÁN. REMODELACIÓN;001206;17102;61921;;19.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;206;TETUAN
2021/000572;OBRAS DE MEJORA Y ACONDICIONAMIENTO COLEGIOS PÚBLICOS Y ESCUELAS INFANTILES DISTRITO DE TETUAN;001206;32301;63200;;500.000,00;05;EDUCACIÓN;00;COLEGIOS;206;TETUAN
2022/000338;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO TETUÁN;001206;32301;63200;;178.000,00;05;EDUCACIÓN;00;COLEGIOS;206;TETUAN
2022/000337;OBRAS DE REFORMA INSTALACIONES DEPORTIVAS DEL DISTRITO DE TETUÁN;001206;34201;63200;;30.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;206;TETUAN
2022/000391;EQUIPAMIENTO CENTRO DEPORTIVO TRIÁNGULO DE ORO;001206;34201;62599;;2.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;206;TETUAN
2022/000392;CENTRO DEPORTIVO TRIÁNGULO DE ORO. ADQUISICIÓN DE MOBILIARIO DE OFICINA;001206;34201;63500;;15.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;206;TETUAN
2022/000393;CENTRO DEPORTIVO TRIÁNGULO DE ORO. REPOSICIÓN PORTERÍAS, TAQUILLAS Y OTRO MOBILIARIO Y ENSERES;001206;34201;63599;;79.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;206;TETUAN
2022/000405;DEPORTIVO BÁSICO PISTA DE SKATE, DISTRITO TETUÁN. OBRAS DE AMPLIACIÓN;001206;34201;60999;;650.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;206;TETUAN
2022/000409;DEPORTIVO BÁSICO PISTA DE SKATE, DISTRITO TETUÁN. OBRAS DE REPARACIÓN;001206;34201;61999;;100.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;206;TETUAN
2022/000339;OBRAS DE REFORMA DE EDIFICIOS DEL DISTRITO DE TETUÁN;001206;93302;63200;;23.435,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;206;TETUAN
2022/000319;ACERAS Y CALZADAS DISTRITO DE CHAMBERÍ. OBRAS DE CONSERVACIÓN Y MEJORA;001207;15322;61910;;200.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;207;CHAMBERI
2021/001146;ÁREAS INFANTILES EN PARQUES Y ZONAS VERDES DEL DISTRITO DE CHAMBERÍ. MEJORA DE LA ACCESIBILIDAD;001207;17102;61921;;233.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;207;CHAMBERI
2022/000349;PARQUE INFANTIL EN LA PLAZA DEL TENIENTE DE ALCALDE PEREZ PILLADO. OBRAS DE REHABILITACION;001207;17102;61921;;75.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;207;CHAMBERI
2022/000410;ZONAS VERDES PLAZA DE OLAVIDE. OBRAS DE REMODELACIÓN;001207;17102;61921;;255.200,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;207;CHAMBERI
2022/000325;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO CHAMBERÍ;001207;32301;63200;;533.850,00;05;EDUCACIÓN;00;COLEGIOS;207;CHAMBERI
2022/000326;PLACAS CONMEMORATIVAS EN EL DISTRITO DE CHAMBERÍ. INSTALACIÓN;001207;33401;60999;;5.000,00;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;207;CHAMBERI
2022/000328;EQUIPAMIENTO CENTRO CULTURAL GALILEO;001207;33401;62599;;3.000,00;10;CULTURA;03;CENTROS CULTURALES;207;CHAMBERI
2022/000328;EQUIPAMIENTO CENTRO CULTURAL GALILEO;001207;33401;62999;;6.000,00;10;CULTURA;03;CENTROS CULTURALES;207;CHAMBERI
2022/000332;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO CHAMBERÍ;001207;92001;62599;;500;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;207;CHAMBERI
2022/000332;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO CHAMBERÍ;001207;92001;62500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;207;CHAMBERI
2022/000334;OBRAS DE CONSERVACIÓN DE EDIFICIOS DEL DISTRITO DE CHAMBERÍ;001207;93302;63200;;200.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;207;CHAMBERI
2022/000350;EDIFICIOS DEL DISTRITO DE CHAMBERÍ. OBRAS DE ADECUACIÓN DE LOS SISTEMAS DE DE CLIMATIZACIÓN;001207;93302;63200;;160.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;207;CHAMBERI
2022/000155;ZONAS AJARDINADAS DISTRITO FUENCARRAL EL PARDO. ACONDICIONAMIENTO;001208;17102;61921;;150.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;208;FUENCARRAL-EL PARDO
2022/000120;EQUIPAMIENTO CENTROS DE MAYORES DISTRITO FUENCARRAL EL PARDO;001208;23103;63599;;25.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;208;FUENCARRAL-EL PARDO
2022/000125;EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DISTRITO FUENCARRAL EL PARDO;001208;23106;63599;;15.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;208;FUENCARRAL-EL PARDO
2022/000131;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO FUENCARRAL-EL PARDO;001208;32301;63200;;600.000,00;05;EDUCACIÓN;00;COLEGIOS;208;FUENCARRAL-EL PARDO
2022/000145;EQUIPAMIENTO CENTROS CULTURALES DISTRITO DE FUENCARRAL EL PARDO;001208;33401;63599;;15.000,00;10;CULTURA;03;CENTROS CULTURALES;208;FUENCARRAL-EL PARDO
2018/008010;DEPORTIVO BÁSICO EN EL PAU DE ARROYO FRESNO. CONSTRUCCIÓN (ID 18: 293);001208;34201;62200;;150.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;208;FUENCARRAL-EL PARDO
2022/000148;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DEL DISTRITO DE FUENCARRAL- EL PARDO;001208;34201;62300;;10.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
2022/000148;EQUIPAMIENTO CENTROS DEPORTIVOS MUNICIPALES DEL DISTRITO DE FUENCARRAL- EL PARDO;001208;34201;62302;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;208;FUENCARRAL-EL PARDO
