CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado
001180;23100;01;06;ASESORAMIENTO EN LA TRAMITACION DE EXPEDIENTES DE JUSTIFICACION Y REINTEGROS DE SUBVENCIONES;NÚMERO;300
001180;23100;01;05;ASESORAMIENTO EN LA TRAMITACION DE EXPEDIENTES DE CONCESION DE SUBVENCIONES Y PREMIOS;NÚMERO;123
001180;23100;01;04;DISPOSICIONES Y RESOLUCIONES PUBLICADAS;NÚMERO;40
001180;23100;01;03;ASUNTOS DE JUNTA DE GOBIERNO Y PLENO;NÚMERO;170
001180;23100;01;02;INFORMES DE CONTENIDO JURÍDICO;NÚMERO;150
001180;23100;01;01;TRAMITACIÓN DE CONVENIOS;NÚMERO;85
001180;23100;02;05;SERVICIO DE LIMPIEZA;HORAS/AÑO;88982
001180;23100;02;04;SERVICIO DE SEGURIDAD Y VIGILANCIA;HORAS/AÑO;52890
001180;23100;02;03;MANTENIMIENTO DE EDIFICIOS;M2;44462
001180;23100;02;02;SUPERFICIE DE LOS EDIFICIOS ADSCRITOS AL ÁREA DE GOBIERNO;M2;68998
001180;23100;02;01;EDIFICIOS ADSCRITOS AL ÁREA DE GOBIERNO;NÚMERO;23
001180;23100;03;01;EXPEDIENTES DE CONTRATACIÓN;NÚMERO;150
001180;23100;03;02;ANUNCIOS EN MATERIA DE CONTRATACIÓN;NÚMERO;270
001180;23100;03;03;CONTRATOS QUE INCLUYEN CLAÚSULAS SOCIALES RELATIVAS A IGUALDAD;NÚMERO;140
001180;23100;03;04;CONTRATOS QUE TIENEN CLAÚSULAS DE IGUALDAD EN RELACIÓN AL LENGUAJE INCLUSIVO;NÚMERO;150
001180;23100;04;01;INFORMES RELATIVOS A LA EJECUCIÓN PRESUPUESTARIA;NÚMERO;52
001180;23100;04;02;DOCUMENTOS CONTABLES EN FIRME TRAMITADOS;NÚMERO;7800
001180;23100;04;03;PAGOS EFECTUADOS A TRAVÉS DE ANTICIPOS DE CAJA FIJA;NÚMERO;2100
001180;23100;04;04;ACTUACIONES EFECTUADAS SOBRE EL PRESUPUESTO DE INGRESO;NÚMERO;140
001180;23100;05;01;EXPEDIENTES DE CREACIÓN Y MODIFICACIÓN PUESTOS DE TRABAJO;NÚMERO;30
001180;23100;05;02;EXPEDIENTES PROVISIÓN PUESTOS EN SUS DISTINTAS MODALIDADES (MUJERES);NÚMERO;150
001180;23100;05;03;EXPEDIENTES PROVISIÓN PUESTOS EN SUS DISTINTAS MODALIDADES (HOMBRES);NÚMERO;50
001180;23100;05;04;GESTION DE TIEMPOS DE PERSONAL DEL ÁREA DE GOBIERNO (MUJERES);NÚMERO;650
001180;23100;05;05;GESTION DE TIEMPOS DE PERSONAL DEL ÁREA DE GOBIERNO (HOMBRES);NÚMERO;250
001180;23100;05;06;PROCEDIMIENTOS DE GESTIÓN DE LA INCAPACIDAD TEMPORAL (MUJERES);NÚMERO;700
001180;23100;05;07;PROCEDIMIENTO DE GESTIÓN DE LA INCAPACIDAD TEMPORASL (HOMBRES);NÚMERO;200
001180;23100;05;08;TRAMITACIÓN DE EXPEDIENTES DE ALTA, BAJA Y MODIFICACIONES DE RETRIBUCIONES COMPLEMENTARIAS (MUJERES);NÚMERO;1600
001180;23100;05;09;TRAMITACIÓN DE EXPEDIENTES DE ALTA, BAJA Y MODIFICACIONES DE RETRIBUCIONES COMPLEMENTARIAS (HOMBRES);NÚMERO;800
001180;23100;05;10;EDICIONES DE FORMACIÓN ESPECÍFICA;NÚMERO;55
001180;23100;05;11;EXPEDIENTES DE REDUCCIÓN DE JORNADA POR CUIDADO DE HIJOS/MAYORES A CARGO (MUJERES);NÚMERO;15
001180;23100;05;12;EXPEDIENTES DE REDUCCIÓN DE JORNADA POR CUIDADO DE HIJOS/MAYORES A CARGO (MUJERES);NÚMERO;3
001180;23100;05;13;EXPEDIENTES DE EXCEDENCIA POR CUIDADO DE FAMILIARES (MUJERES);NÚMERO;5
001180;23100;05;14;EXPEDIENTES DE EXCEDENCIA POR CUIDADO DE FAMILIARES (MUJERES);NÚMERO;2
001180;23100;05;15;TRABAJADORES EN RÉGIMEN DE TELETRABAJO (MUJERES);NÚMERO;200
001180;23100;05;16;TRABAJADORES EN RÉGIMEN DE TELETRABAJO (HOMBRES);NÚMERO;40
001180;23100;06;02;RECEPCIÓN DE PETICIONES DE VALORACIÓN LEY DEPENDENCIA;NÚMERO;30000
001180;23100;06;01;REGISTRO;NÚMERO;85000
001180;23100;07;01;EJECUCIÓN DE MEDIDAS DERIVADAS DE LOS PLANES DE AUTOPROTECCIÓN.;NÚMERO;6
001180;23100;08;01;PETICIONES DE INFORMACIÓN DE GRUPOS POLÍTICOS;NÚMERO;100
001180;23100;08;02;INFORMES A INICIATIVAS DE PLENOS DE DISTRITO;NÚMERO;450
001180;23100;08;03;INFORMES A PETICIÓN DE FOROS LOCALES DE DISTRITO;NÚMERO;40
001180;23100;08;04;ACCESOS A LA INFORMACIÓN PÚBLICA;NÚMERO;40
001180;23101;01;01;Campañas de información, concienciación y sensibilización a la ciudadanía frente a las violencias machistas;NÚMERO;3
001180;23101;01;02;Estudios e investigaciones realizadas;NÚMERO;1
001180;23101;01;03;Puntos violeta instalados en la ciudad de Madrid;NÚMERO;21
001180;23101;02;01;Nº de cursos realizados en la Escuela de Formación del Ayuntamiento de Madrid;NÚMERO;2
001180;23101;02;02;Nº de mujeres participantes en cursos de formación;NÚMERO;70
001180;23101;02;03;Nº de hombres participantes en cursos de formación;NÚMERO;10
001180;23101;02;04;Nº de talleres de prevención secundaria impartidos;NÚMERO;2
001180;23101;02;05;Nº de mujeres participantes en talleres de prevención secundaria;NÚMERO;20
001180;23101;02;06;Sesiones sobre atención integral especializada realizadas por el CIFSE;NÚMERO;2
001180;23101;02;07;Mujeres participantes en cursos CIFSE;NÚMERO;6
001180;23101;02;08;Hombres participantes en cursos CIFSE;NÚMERO;54
001180;23101;02;09;Acciones de sensibilización dirigidas a las/los coordinadores de los servicios de atención a mayores;NÚMERO;10
001180;23101;02;10;Profesionales participantes en las acciones de sensibilización dirigidas a las/los coordinadores de los servicios de ate;NÚMERO;250
001180;23101;02;11;Jornadas de formación continua dirigidas a profesionales que atienden a víctimas de VG;NÚMERO;2
001180;23101;02;12;Mujeres participantes en Jornadas de formación continua dirigidas a profesionales que atienden a víctimas de VG;NÚMERO;40
001180;23101;02;13;Porcentaje de incremento de derivaciones a las redes especializadas desde recursos generalistas.;PORCENTAJE;10
001180;23101;02;14;Mujeres atendidas en SAVG 24H;NÚMERO;1900
001180;23101;02;15;Atenciones realizadas por la Unidad Móvil del SAVG;NÚMERO;250
001180;23101;02;16;Mujeres alojadas en recursos de alojamiento protegido (ZET / CE);NÚMERO;510
001180;23101;02;17;Menores alojados en recursos de alojamiento protegidos (ZET /CE);NÚMERO;380
001180;23101;02;18;Porcentaje de mujeres que aceptan alojarse en recurso de protección tras valorar el equipo técnico del SAVG 24h que prec;PORCENTAJE;60
001180;23101;02;19;Mujeres y menores alojados en viviendas de semiautonomia;NÚMERO;26
001180;23101;02;20;Mujeres y menores alojados en emergencia en hoteles en la ciudad de Madrid;NÚMERO;10
001180;23101;02;21;Expedientes derivados por el Punto Coordinador del Observatorio Regional de VG;NÚMERO;1600
001180;23101;02;22;Mujeres atendidas en los P.M.O.R.V.G;NÚMERO;1700
001180;23101;02;23;Mujeres atendidas en los CAPSEM;NÚMERO;1100
001180;23101;02;24;Menores atendidos en los CAPSEM;NÚMERO;600
001180;23101;02;25;Familias atendidas en los CAPSEM.;NÚMERO;1110
001180;23101;02;26;Terminales ATENPRO entregados;NÚMERO;400
001180;23101;02;27;Interpretaciones (telefónicas y presenciales) realizadas;NÚMERO;600
001180;23101;02;28;Traducciones realizadas;NÚMERO;10
001180;23101;02;29;Mujeres beneficiarias del servicio de traducción e interpretación;NÚMERO;100
001180;23101;03;01;Cursos formativos especializados a profesionales para la atención a víctimas de trata, prostitución y violencia sexual;NÚMERO;2
001180;23101;03;02;Mujeres participantes en cursos formativos especializados a profesionales para la atención a víctimas de trata, prostitu;NÚMERO;38
001180;23101;03;03;Hombres participantes en cursos formativos especializados a profesionales para la atención a víctimas de trata, prostitu;NÚMERO;2
001180;23101;03;04;Protocolos implementados para la mejora de la atención a víctimas de violencia sexual;NÚMERO;2
001180;23101;03;05;Entidades o redes de trabajo que colaboran frente a la MGF y los matrimonios forzados tempranos;NÚMERO;2
001180;23101;03;06;Itinerarios formativos dirigidos a víctimas de trata y mujeres en prostitución;NÚMERO;2
001180;23101;03;07;Mujeres participantes en Itinerarios formativos dirigidos a víctimas de trata y mujeres en prostitución;NÚMERO;31
001180;23101;03;08;Acciones de mediación realizadas en la red de atención integral a víctimas de trata o en situación de prostitución;NÚMERO;130
001180;23101;03;09;Mujeres atendidas en la Unidad Móvil y el Centro C. Arenal;NÚMERO;1300
001180;23101;03;10;Mujeres acogidas en los recursos de alojamiento;NÚMERO;15
001180;23101;03;11;Menores acogidos en los recursos de alojamiento;NÚMERO;6
001180;23101;03;12;Mujeres atendidas en el Centro de Crisis 24h;NÚMERO;480
001180;23101;03;13;Asesoramientos prestados a familias y profesionales C. Crisis 24h;NÚMERO;300
001180;23101;03;14;Mujeres y menores alojados en el Centro de emergencia para víctimas de trata y otros abusos de derechos humos en context;EUROS;25
001180;23101;04;01;Reuniones celebradas por la comisión de seguimiento en el marco del convenio con  la Agencia para el Empleo;NÚMERO;12
001180;23101;04;02;Acciones formativas para la mejora de la empleabilidad ofrecidas desde la Red de Atención Integral a víctimas de trata y;NÚMERO;72
001180;23101;04;03;Mujeres participantes en acciones formativas para la mejora de la empleabilidad ofrecidas desde la Red de Atención Integ;NÚMERO;300
001180;23101;04;04;Inserciones laborales efectivas de mujeres víctimas de violencia de género, en todas sus manifestaciones;NÚMERO;100
001180;23101;04;05;Porcentaje de mujeres insertadas laboralmente en relación al total de participantes en acciones de mejora de su empleabi;PORCENTAJE;25
001180;23101;04;06;Empresas y entidades colaboradoras contactadas para la bolsa de empleo desde la Red de Trata y prostitución;NÚMERO;50
001180;23101;04;07;Mujeres derivadas desde la bolsa de empleo desde la Red de Trata y prostitución;NÚMERO;50
001180;23101;04;08;Talleres de apoyo a la inserción sociolaboral a víctimas de violencia de género en el ámbito de la pareja/expareja;NÚMERO;5
001180;23101;04;09;Mujeres participantes en talleres de apoyo a la inserción sociolaboral a víctimas de violencia de género en el ámbito de;NÚMERO;50
001180;23101;04;10;Porcentaje de mujeres insertadas laboralmente en relación al total de participantes en los Talleres de apoyo a la inserc;PORCENTAJE;50
001180;23101;05;01;Actuaciones realizadas para asegurar el empoderamiento y la reparación de las víctimas de trata, prostitución y violenci;NÚMERO;3
001180;23101;05;02;Actuaciones de reconocimiento social y/o en memoria de las mujeres víctimas de violencia machista, en todas sus manifest;NÚMERO;2
001180;23101;05;03;Actualización del Protocolo de atención especializada a los familiares de víctimas.;NÚMERO;1
001180;23101;05;04;Guía de apoyo a familiares y personas del entorno cercano de las víctimas y supervivientes de violencia sexual atendidas;NÚMERO;1
001180;23101;06;01;Revisiones y/o elaboraciones de protocolos de colaboración y coordinación con entidades e instituciones en trata y prost;NÚMERO;2
001180;23101;06;02;Revisiones y/o elaboraciones de protocolos de colaboración y coordinación con entidades e instituciones en pareja/expare;NÚMERO;1
001180;23101;06;03;Implantación de protocolos en materia de violencia sexual;NÚMERO;2
001180;23101;07;01;Atenciones realizadas en servicios externalizados;NÚMERO;4400
001180;23101;07;02;Atenciones realizadas por trabajadores sociales;NÚMERO;2200
001180;23101;07;03;Atenciones realizadas por psicólogos;NÚMERO;550
001180;23101;07;04;Atenciones realizadas por asesores jurídicos;NÚMERO;550
001180;23101;07;05;Atenciones telefónicas;NÚMERO;2200
001180;23101;07;06;Servicios realizados por unidades móviles urgencia;NÚMERO;330
001180;23102;01;26;SATISFACCIÓN DE LAS FAMILIAS ATENDIDAS EN EL PROYECTO UN HOGAR FUERA DEL HOGAR DE LA FUNDACIÓN INFANTIL RONALD MC DONAL;PUNTUACIÓN S/10;9
001180;23102;01;25;BENEFICIARIOS DEL PROYECTO UN HOGAR FUERA DEL HOGAR DE LA FUNDACIÓN INFANTIL RONALD MC DONALD;NÚMERO;710
001180;23102;01;24;FAMILIAS ATENDIDAS EN EL PROYECTO CASAS LECTORAS DE LA FUNDACIÓN GERMAN SÁNCHEZ RUPÉREZ;NÚMERO;330
001180;23102;01;23;SATISFACCIÓN DE LAS FAMILIAS ATENDIDAS EN EL PROYECTO CASA VERDE DE LA FUNDACIÓN MANANTIAL;PUNTUACIÓN S/10;7
001180;23102;01;22;NIÑOS ATENDIDOS EN EL PROYECTO CASA VERDE DE LA FUNDACIÓN MANANTIAL;HOMBRES;25
001180;23102;01;21;NIÑAS ATENDIDAS EN EL PROYECTO CASA VERDE DE LA FUNDACIÓN MANANTIAL;MUJERES;27
001180;23102;01;20;FAMILIAS ATENDIDAS EN EL PROYECTO CASA VERDE DE LA FUNDACIÓN MANANTIAL;NÚMERO;42
001180;23102;01;19;% DE MADRES EN ACTIVIDADES DEL SERVICIO DE EDUCACIÓN SOCIAL;MUJERES;70
001180;23102;01;18;% DE PADRES EN ACTIVIDADES DEL SERVICIO DE EDUCACIÓN SOCIAL;HOMBRES;30
001180;23102;01;17;FAMILIAS CON OBJETIVOS CUMPLIDOS EN EL SERVICIO DE EDUCACIÓN SOCIAL;PORCENTAJE;65
001180;23102;01;16;FAMILIAS ATENDIDAS EN EL SERVICIO DE EDUCACIÓN SOCIAL;NÚMERO;2500
001180;23102;01;15;FAMILIAS SATISFECHAS O MUY SATISFECHAS CON EL PROGRAMA CASA GRANDE;PORCENTAJE;95
001180;23102;01;14;NIÑOS ATENDIDOS EN EL PROGRAMA 'CASA GRANDE';HOMBRES;1700
001180;23102;01;01;FAMILIAS ATENDIDAS EN LOS CENTROS DE APOYO A LAS FAMILIAS (CAF);NÚMERO;28000
001180;23102;01;02;FAMILIAS ATENDIDAS EN LOS CAF: ORIENTACIÓN SOCIAL Y JURÍDICA, ATENCIÓN PSICOLÓGICA Y ATENCIÓN A VIOLENCIA;NÚMERO;10000
001180;23102;01;03;FAMILIAS ATENDIDAS EN LOS CAF EN EL SERVICIO DE MEDIACIÓN FAMILIAR;NÚMERO;870
001180;23102;01;04;FAMILIAS ATENDIDAS EN LOS CAF EN EL SERVICIO DE FORMACIÓN;NÚMERO;4000
001180;23102;01;05;ACTIVIDADES DE FORMACIÓN OFRECIDAS A LAS FAMILIAS POR CAF AL MES;NÚMERO;2
001180;23102;01;06;FAMILIAS QUE PARTICIPAN EN ACTIVIDADES COMUNITARIAS IMPULSADAS POR LOS CAF;NÚMERO;9000
001180;23102;01;07;VALORACIÓN MEDIA DE LA SATISFACCIÓN CON EL APOYO PROFESIONAL RECIBIDO EN CAF;PUNTUACIÓN S/10;9
001180;23102;01;08;FAMILIAS SATISFECHAS O MUY SATISFECHAS CON LAS ACTIVIDADES DE FORMACIÓN EN LOS CAF;PORCENTAJE;97
001180;23102;01;09;FAMILIAS ATENDIDAS EN PUNTOS DE ENCUENTRO FAMILIARES (PEF);NÚMERO;619
001180;23102;01;10;FAMILIAS ATENDIDAS EN EL SERVICIO DE COORDINACION PARENTAL (CIP);NÚMERO;25
001180;23102;01;11;ASISTENCIA MEDIA DIARIA EN EL PROGRAMA 'CASA GRANDE';NÚMERO;70
001180;23102;01;12;FAMILIAS ATENDIDAS EN EL PROGRAMA 'CASA GRANDE';NÚMERO;3000
001180;23102;01;13;NIÑAS ATENDIDAS EN EL PROGRAMA 'CASA GRANDE';MUJERES;1850
001180;23102;02;01;NIÑAS DE 0-16 AÑOS ATENDIDAS EN EL PROGRAMA QUEDAMOS AL SALIR DE CLASE Y CENTROS DE DÍA;MUJERES;1000
001180;23102;02;02;NIÑOS DE 0-16 AÑOS ATENDIDOS EN EL PROGRAMA QUEDAMOS AL SALIR DE CLASE Y CENTROS DE DÍA;HOMBRES;1200
001180;23102;02;03;SATISFACCIÓN DE LAS FAMILIAS CON EL PROGRAMA QUEDAMOS AL SALIR DE CLASE;PUNTUACIÓN S/10;9
001180;23102;02;04;SATISFACCIÓN DE LAS FAMILIAS CON LOS CENTROS DE DÍA;PUNTUACIÓN S/10;9
001180;23102;02;05;% DE FAMILIAS MONOPARENTALES CON LA MADRE A CARGO DE LOS HIJOS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;MUJERES;65
001180;23102;02;06;% DE FAMILIAS MONOPARENTALES CON EL PADRE A CARGO DE LOS HIJOS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;HOMBRES;3
001180;23102;02;07;HOGARES CON SERVICIO DE APOYO A FAMILIAS  CON  MENORES;NÚMERO;900
001180;23102;02;08;NIÑOS ATENDIDOS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;NÚMERO;750
001180;23102;02;09;NIÑAS ATENDIDAS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;NÚMERO;690
001180;23102;02;10;HORAS DE SERVICIO PRESTADAS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;NÚMERO;100000
001180;23102;02;11;MEDIA DE HORAS POR FAMILIA EN EL SERVICIO DE APOYO A FAMILIAS  CON  MENORES;NÚMERO;21
001180;23102;02;12;% DE FAMILIAS MONOPARENTALES CON LA MADRE A CARGO DE LOS HIJOS EN EL PROGRAMA QUEDAMOS AL SALIR DE CLASE Y CENTROS DE DÍ;MUJERES;55
001180;23102;02;13;% DE FAMILIAS MONOPARENTALES CON EL PADRE A CARGO DE LOS HIJOS EN EL PROGRAMA QUEDAMOS AL SALIR DE CLASE Y CENTROS DE DÍ;HOMBRES;5
001180;23102;03;22;SATISFACCIÓN DE LAS FAMILIAS EN LOS ALOJAMIENTOS DE LA FUNDACIÓN MADRINA;PUNTUACIÓN S/10;6
001180;23102;03;21;NIÑOS ATENDIDOS EN LOS ALOJAMIENTOS DE LA FUNDACIÓN MADRINA;HOMBRES;15
001180;23102;03;20;NIÑAS ATENDIDAS EN LOS ALOJAMIENTOS DE LA FUNDACIÓN MADRINA;MUJERES;15
001180;23102;03;19;MUJERES ATENDIDAS EN LOS ALOJAMIENTOS DE LA FUNDACIÓN MADRINA;MUJERES;30
001180;23102;03;18;FAMILIAS ATENDIDAS EN LOS ALOJAMIENTOS DE LA FUNDACIÓN MADRINA;NÚMERO;30
001180;23102;03;17;SATISFACCIÓN DE LAS MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS DE LA ASOCIACIÓN SOLIDARIDAD CON MADRES SOLTERAS;PUNTUACIÓN S/10;7
001180;23102;03;16;NIÑOS BENEFICIARIOS DE LOS ALOJAMIENTOS DE LA ASOCIACIÓN SOLIDARIDAD CON MADRES SOLTERAS;HOMBRES;5
001180;23102;03;15;NIÑAS BENEFICIARIAS DE LOS ALOJAMIENTOS DE LA ASOCIACIÓN SOLIDARIDAD CON MADRES SOLTERAS;MUJERES;5
001180;23102;03;14;MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS DE LA ASOCIACIÓN SOLIDARIDAD CON MADRES SOLTERAS;MUJERES;10
001180;23102;03;13;SATISFACCIÓN DE LAS MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS ENMA DE LA FUNDACIÓN JOSE MARIA LLANOS;PUNTUACIÓN S/10;7
001180;23102;03;12;NIÑOS BENEFICIARIOS DE LOS ALOJAMIENTOS EMMA DE LA FUNDACIÓN JOSE MARIA LLANOS;HOMBRES;6
001180;23102;03;11;NIÑAS BENEFICIARIAS DE LOS ALOJAMIENTOS EMMA DE LA FUNDACIÓN JOSE MARIA LLANOS;MUJERES;6
001180;23102;03;10;MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS EMMA DE LA FUNDACIÓN JOSE MARIA LLANOS;MUJERES;15
001180;23102;03;09;SATISFACCIÓN DE LAS MUJERES BENEFICIARIAS DE CÁRITAS DIOCESANAS PARA FAMILIAS MONOPARENTALES (Santa Maria del Parral);PUNTUACIÓN S/10;7
001180;23102;03;08;NIÑOS BENEFICIARIOS DE LOS ALOJAMIENTOS DE CÁRITAS DIOCESANAS PARA FAMILIAS MONOPARENTALES (Santa Maria del Parral);HOMBRES;25
001180;23102;03;07;NIÑAS BENEFICIARIAS DE LOS ALOJAMIENTOS DE CÁRITAS DIOCESANAS PARA FAMILIAS MONOPARENTALES (Santa Maria del Parral);MUJERES;20
001180;23102;03;06;MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS DE CÁRITAS DIOCESANAS PARA FAMILIAS MONOPARENTALES (Santa Maria del Parral);MUJERES;20
001180;23102;03;05;FAMILIAS ATENDIDAS EN EL PROYECTO UN HOGAR FUERA DEL HOGAR DE LA FUNDACIÓN INFANTIL RONALD MC DONALD;NÚMERO;200
001180;23102;03;04;SATISFACCIÓN DE LAS FAMILIAS CON LOS ALOJAMIENTOS DE CARITAS DIOCESANA (Jubileo 2000,Sínodo 2015 y JMJ 2011);PUNTUACIÓN S/10;7
001180;23102;03;03;NIÑOS ATENDIDOS EN LOS ALOJAMIENTOS DE CÁRITAS DIOCESANA (Jubileo 2000,Sínodo 2015 y JMJ 2011);HOMBRES;20
001180;23102;03;02;NIÑAS ATENDIDAS EN LOS ALOJAMIENTOS DE CÁRITAS DIOCESANA(Jubileo 2000,Sínodo 2015 y JMJ 2011);MUJERES;40
001180;23102;03;01;FAMILIAS ATENDIDAS EN LOS ALOJAMIENTOS DE CÁRITAS DIOCESANAS (Jubileo 2000,Sínodo 2015 y JMJ 2011);NÚMERO;40
001180;23102;04;17;SATISFACCIÓN DE LOS ADOLESCENTES PARTICIPANTES EN CENTROS DE OCIO;PUNTUACIÓN S/10;9
001180;23102;04;16;HOMBRES ADOLESCENTES PARTICIPANTES EN CENTROS DE OCIO;HOMBRES;1500
001180;23102;04;15;MUJERES ADOLESCENTES PARTICIPANTES EN CENTROS DE OCIO;MUJERES;1150
001180;23102;04;14;PLENOS DISTRITALES INFANTILES Y ADOLESCENTES;NÚMERO;21
001180;23102;04;13;PLENOS MUNICIPALES INFANTILES Y ADOLESCENTES;NÚMERO;2
001180;23102;04;12;ADOLESCENTES MUJERES EN LAS COPIA DE ADOLESCENTES;MUJERES;120
001180;23102;04;11;ADOLESCENTES VARONES EN LAS COPIA DE ADOLESCENTES;HOMBRES;100
001180;23102;04;10;NIÑAS DE 6 A 12 AÑOS EN LAS COPIA INFANTILES;MUJERES;120
001180;23102;04;09;NIÑOS DE 6 A 12 AÑOS EN LAS COPIA INFANTILES;HOMBRES;100
001180;23102;04;08;COPIA DE ADOLESCENTES CONSTITUIDAS EN LOS DISTRITOS SUBCOMISIÓN ADOLESCENTE DE LA COPIA EN LOS DISTRITOS;NÚMERO;21
001180;23102;04;07;COPIA INFANTILES CONSTITUIDAS EN LOS DISTRITOS, SUBCOMISIÓN INFANTIL DE LA COPIA EN LOS DISTRITOS;NÚMERO;21
001180;23102;04;06;SATISFACCIÓN DE LOS PARTICIPANTES EN LOS PUNTOS DE PARTICIPACIÓN;PUNTUACIÓN S/10;7
001180;23102;04;05;ADOLESCENTES MUJERES EN GRUPOS DE PARTICIPACIÓN;MUJERES;210
001180;23102;04;04;ADOLESCENTES VARONES EN GRUPOS DE PARTICIPACIÓN;HOMBRES;180
001180;23102;04;03;NIÑAS DE 6 A 12 AÑOS EN GRUPOS DE PARTICIPACIÓN INFANTIL;MUJERES;420
001180;23102;04;02;NIÑOS DE 6 A 12 AÑOS EN GRUPOS DE PARTICIPACIÓN INFANTIL;HOMBRES;280
001180;23102;04;01;GRUPOS DE PARTICIPACIÓN INFANTIL Y DE ADOLESCENTES;NÚMERO;140
001180;23102;04;18;COMISIÓN DE PARTICIPACIÓN DE LA INFANCIA Y ADOLESCENCIA DEL MUNICIPIO DE MADRID. COPIAM. (MENORES DE 13 AÑOS);NÚMERO;21
001180;23102;04;19;COMISIÓN DE PARTICIPACIÓN DE LA INFANCIA Y ADOLESCENCIA DEL MUNICIPIO DE MADRID. COPIAM. (ADOLESCENTES);NÚMERO;21
001180;23102;05;20;CASOS ATENDIDOS EN EL PROYECTO DE MEDIACIÓN  INTERCULTURAL CON MENORES EXTRANJEROS NO ACOMPAÑADOS;NÚMERO;500
001180;23102;05;19;SATISFACCIÓN DE LOS PARTICIPANTES EN EL PROGRAMA DE APOYO RESIDENCIAL  PARA LA VIDA AUTÓNOMA DE JÓVENES EN SITUACIÓN DE;PUNTUACIÓN S/10;9
001180;23102;05;18;HOMBRES BENEFICIARIOS DEL PROGRAMA DE APOYO RESIDENCIAL  PARA LA VIDA AUTÓNOMA DE JÓVENES EN SITUACIÓN DE GRAVE VULNERAB;HOMBRES;25
001180;23102;05;17;MUJERES BENEFICIARIAS DEL PROGRAMA DE APOYO RESIDENCIAL  PARA LA VIDA AUTÓNOMA DE JÓVENES EN SITUACIÓN DE GRAVE VULNERAB;MUJERES;10
001180;23102;05;16;% DE VARONES QUE FINALIZAN EL PROYECTO DE FORMACIÓN EN LA QUINTA COCINA;HOMBRES;50
001180;23102;05;15;% DE MUJERES QUE FINALIZAN EL PROYECTO DE FORMACIÓN EN LA QUINTA COCINA;MUJERES;65
001180;23102;05;14;SATISFACCIÓN DE LOS PARTICIPANTES EN EL PROYECTO LA QUINTA COCINA;PUNTUACIÓN S/10;9
001180;23102;05;13;% DISTRIBUCIÓN DE HOMBRES EN EL PROYECTO LA QUINTA COCINA;HOMBRES;75
001180;23102;05;12;% DISTRIBUCIÓN DE MUJERES EN EL PROYECTO LA QUINTA COCINA;MUJERES;25
001180;23102;05;11;ADOLESCENTES Y JÓVENES VARONES ATENDIDOS EN EL PROYECTO DE FORMACIÓN E INSERCIÓN LABORAL 'LA QUINTA COCINA';HOMBRES;90
001180;23102;05;01;MUJERES ADOLESCENTES ATENDIDAS EN EDUCACIÓN SOCIAL;MUJERES;7000
001180;23102;05;02;HOMBRES ADOLESCENTES ATENDIDOS EN EDUCACIÓN SOCIAL;HOMBRES;6000
001180;23102;05;03;SATISFACCIÓN DE LAS NIÑAS, NIÑOS Y ADOLESCENTES CON LA ATENCIÓN EN GRUPOS SOCIOEDUCATIVOS;PUNTUACIÓN S/10;9
001180;23102;05;04;MUJERES ADOLESCENTES ATENDIDAS PROGRAMA ASPA;MUJERES;1500
001180;23102;05;05;HOMBRES ADOLESCENTES ATENDIDOS PROGRAMA ASPA;HOMBRES;1900
001180;23102;05;10;ADOLESCENTES Y JÓVENES MUJERES ATENDIDAS EN EL PROYECTO DE FORMACIÓN E INSERCIÓN LABORAL 'LA QUINTA COCINA';MUJERES;30
001180;23102;05;09;%  DE DISTRIBUCIÓN EN EL PROGRAMA ASPA DE CONTRATOS  EN MUJERES;MUJERES;45
001180;23102;05;08;ADOLESCENTES Y JÓVENES CON ENTREVISTA DE EMPLEO;PORCENTAJE;40
001180;23102;05;06;SATISFACCIÓN DE LOS ADOLESCENTES ATENDIDOS EN EL PROGRAMA ASPA;PORCENTAJE;90
001180;23102;05;07;ADOLESCENTES CON OBJETIVOS CUMPLIDOS EN EDUCACIÓN SOCIAL;PORCENTAJE;60
001180;23102;06;04;GRADO SATISFACCIÓN FAMILIAS ATENDIDAS EN CAI Y PROGRAMA EF;PORCENTAJE;9
001180;23102;06;05;% DE NIÑAS EN ACOGIMIENTO EN FAMILIA EXTENSA SOBRE TOTAL ATENDIDOS CAI;MUJERES;3
001180;23102;06;06;% DE NIÑOS EN ACOGIMIENTO EN FAMILIA EXTENSA SOBRE TOTAL ATENDIDOS CAI;HOMBRES;3
001180;23102;06;03;NIÑAS ATENDIDAS EN CENTROS DE ATENCIÓN A LA INFANCIA CAI;MUJERES;6000
