CeGe;Prog. Finan.;Objetivo;Hipertexto Objetivo;
001201;23106;06;GARANTIZAR LA RESPUESTA DE EMERGENCIA A TRAVÉS DE LA COBERTURA TEMPORAL  DE ALOJAMIENTO CON ACOMPAÑAMIENTO SOCIOEDUCATIVO.;
001201;23106;07;POTENCIAR LA PARTICIPACIÓN ACTIVA DE LOS Y LAS VECINAS Y DEL TEJIDO ASOCIATIVO, LA COORDINACIÓN INTERSECTORIAL E INTERDISCIPLINARIA A TRAVÉS DEL PROGRAMA DE INTERVENCIÓN SOCIAL COMUNITARIA;
001201;23106;08;FACILITAR LA INTERVENCIÓN SOCIAL CON EL COLECTIVO DE ENFERMOS MENTALES  VULNERABLES, POR CARENCIA DE APOYOS FAMILIARES Y SOCIALES, A TRAVÉS DE UN SERVICIO DE ACOMPAÑAMIENTO TERAPÉUTICO.;
001201;23106;09;FAVORECER PROCESOS DE COHESIÓN SOCIAL A TRAVÉS DE LA MEDIACIÓN SOCIAL Y LA INTEGRACIÓN DE LA POBLACIÓN INMIGRANTE, EN EL MARCO DE LA DIVERSIDAD CULTURAL.;
001201;23106;10;FACILITAR A LAS PERSONAS EN GENERAL Y, EN PARTICULAR A LAS MENOS FAVORECIDAS SOCIALMENTE, UN SERVICIO PARA SU HIGIENE PERSONAL PROPORCIONANDO INFORMACIÓN DE RECURSOS SOCIALES SI FUESE NECESARIO.;
001201;23168;01;Atender las necesidades básicas de familias en situación de vulnerabilidad, para su inclusión social y acceso al mercado de trabajo, mediante la gestión de prestaciones económicas.;
001201;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES  PERIÓDICAS Y PROGRAMADAS, ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS, DE  MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS.;
001201;31101;02;MEJORAR EL CONTROL DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS ESTABLECIMIENTOS CON INCIDENCIA DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CUIDADO Y RECREO INFANTIL, PISCINAS, BALNEARIOS).;
001201;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL.;
001201;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SEGURIDAD ALIMENTARIA,  PROTECCIÓN ANIMAL Y SALUBRIDAD PÚBLICA.;
001201;32301;01;GARANTIZAR Y SUPERVISAR LA IGUALDAD EN EL ACCESO A LOS CENTROS EDUCATIVOS MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN LOS SERVICIOS DE APOYO A LA ESCOLARIZACIÓN DEL DISTRITO.;
001201;32301;02;GESTIÓN DE LAS ESCUELAS INFANTILES DE TITULARIDAD DEL AYUNTAMIENTO DE  MADRID DESDE LA IGUALDAD.;
001201;32301;03;INFORMAR, ORIENTAR Y ASESORAR A LA COMUNIDAD EDUCATIVA DEL DISTRITO TENIENDO EN CUENTA LA IGUALDAD DE GÉNERO.;
001201;32301;04;MEJORAR LA CALIDAD DE LOS CENTROS EDUCATIVOS MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE MANTENIMIENTO, CONSERVACIÓN Y REFORMA DE LOS MISMOS;
001201;32501;01;PREVENIR Y REDUCIR EL ABSENTISMO ESCOLAR DE LOS ALUMNOS Y ALUMNAS  MEDIANTE LA COORDINACIÓN Y LA GESTIÓN DEL PROGRAMA DE PREVENCIÓN Y  CONTROL DEL ABSENTISMO ESCOLAR, CONTRIBUYENDO A LA PROMOCIÓN DE LA  IGUALDAD DE GÉNERO.;
001201;32601;01;FOMENTAR LA CONCILIACION DE LA VIDA FAMILIAR Y LABORAL A TRAVES DE  ACTIVIDADES EXTRAESCOLARES QUE PROMUEVAN LA IGUALDAD Y QUE POTENCIEN  EL DESARROLLO INTEGRAL DEL ALUMNADO ESCOLARIZADOS EN EL  DISTRITO.;
001201;32601;02;COMPENSAR LAS DESIGUALDADES ESCOLARES POR RAZONES SOCIOECONÓMICAS,  CULTURALES Y DE DESARROLLO PERSONAL, PRESTANDO APOYO ESCOLAR Y  EMOCIONAL FUERA DEL HORARIO LECTIVO.;
001201;32601;03;PROMOCIONAR LA CONVIVENCIA EN LOS CENTROS ESCOLARES FOMENTANDO ACTITUDES  PRO DERECHOS HUMANOS Y DE IGUALDAD DE GÉNERO.;
001201;32601;04;IMPULSAR LA INTEGRACIÓN ESCOLAR Y SOCIAL, A TRAVÉS DEL DEPORTE, DESDE LA  NO DISCRIMINACIÓN POR RAZÓN DE GÉNERO.;
001201;32601;05;MEJORAR LA CALIDAD DE LA ESCUELA DE MÚSICA MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE MANTENIMIENTO, CONSERVACIÓN Y REFORMA DE LA MISMA.;
001201;33401;01;FOMENTAR Y PROMOCIONAR LA CULTURA EN EL DISTRITO MEDIANTE LA  ORGANIZACIÓN Y REALIZACIÓN DE ACTIVIDADES CULTURALES.;
001201;33401;02;SATISFACER LAS NECESIDADES DE EXPRESIÓN Y EL DESARROLLO DE CAPACIDADES  DE LOS VECINOS Y LAS VECINAS DEL DISTRITO MEDIANTE UNA OFERTA VARIADA  DE ACTIVIDADES SOCIOCULTURALES Y RECREATIVAS.;
001201;33401;03;PROMOCIONAR ACTIVIDADES PARA ROMPER ESTEREOTIPOS DE GÉNERO.;
001201;33401;04;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS  POPULARES.;
001201;34101;01;PROMOCIONAR LOS DEPORTES ENTRE LOS Y LAS VECINAS DEL DISTRITO MEDIANTE  LA ORGANIZACIÓN DE COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES Y  OTRAS ACTIVIDADES DE PROMOCIÓN NO COMPETITIVAS.;
001201;34101;02;FOMENTAR LA PRÁCTICA DEL DEPORTE EN LA POBLACIÓN ESCOLAR DEL DISTRITO A  TRAVÉS DE LAS ESCUELAS DE PROMOCIÓN DEPORTIVA EN CENTROS ESCOLARES.;
001201;34201;01;PONER A DISPOSICIÓN DE LA CIUDADANÍA UNA DIVERSIDAD DE INSTALACIONES  DEPORTIVAS QUE FOMENTEN LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DEL DEPORTE.;
001201;34201;02;FOMENTAR Y FACILITAR LA PRÁCTICA DEL DEPORTE ADECUANDO LA OFERTA DE LAS  ACTIVIDADES DEPORTIVAS PROGRAMADAS A LAS DIFERENTES NECESIDADES Y  DEMANDAS DE LOS VECINOS DEL DISTRITO;
001201;34201;03;MEJORAR LAS INSTALACIONES DEPORTIVAS MEDIANTE LAS CORRESPONDIENTES  ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001201;49300;01;ASEGURAR Y GARANTIZAR LA CALIDAD DE LOS SERVICIOS PRESTADOS EN MATERIA DE CONSUMO NO ALIMENTARIO EN ESTABLECIMIENTOS DEL DISTRITO CON INCIDENCIA EN LA PROTECCIÓN DEL CONSUMIDOR, MEDIANTE EL DESARROLLO DE INSPECCIONES Y CAMPAÑAS;
001201;49300;02;GARANTIZAR LOS DERECHOS DE LOS CONSUMIDORES MEDIANTE LA INFORMACIÓN, EL ASESORAMIENTO Y GESTIÓN DE RECLAMACIONES Y DENUNCIAS POR PARTE DE LA OFICINA MUNICIPAL DE INFORMACIÓN   AL CONSUMIDOR (OMIC).;
001201;49300;03;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE COMERCIO Y CONSUMO.;
001201;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DE LA JUNTA  MUNICIPAL, APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE LAS  FUNCIONES DE LA MISMA, MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE  CONTRATACIÓN.;
001201;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS  RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS  EXPEDIENTES DE GASTO.;
001201;92001;03;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA Y TÉCNICA, TANTO A LOS ÓRGANOS  UNIPERSONALES Y COLEGIADOS DEL DISTRITO, COMO A LAS UNIDADES  ADMINISTRATIVAS DEPENDIENTES, MEDIANTE LA REALIZACIÓN DE INFORMES  JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVEN A APROBACIÓN.;
001201;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE CONCESIÓN DE LICENCIAS  URBANÍSTICAS Y DE OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;
001201;92001;05;AUMENTAR EL CONTROL DE LA LEGALIDAD VIGENTE EN MATERIA DE COMPETENCIA DE  LOS ÓRGANOS DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA  TRAMITACIÓN DE LOS CORRESPONDINTES EXPEDIENTES SANCIONADORES.;
001201;92001;06;MEJORAR LOS SERVICIOS PRESTADOS A LA CIUDADANÍA MEDIANTE LA GESTIÓN DE  UN SISTEMA INTEGRADO DE SUGERENCIAS Y RECLAMACIONES.;
001201;92401;01;REFORZAR EL ROL DE LA ADMINISTRACIÓN LOCAL EN LA PROMOCIÓN DEL  ASOCIACIONISMO Y LA PARTICIPACIÓN CIUDADANA;
001201;92401;02;POTENCIAR LA PARTICIPACIÓN DE LOS Y LAS VECINAS DEL DISTRITO A TRAVÉS DE  LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS;
001201;92401;03;PROMOCIONAR EL ASOCIACIONISMO Y LA PARTICIPACIÓN;
001201;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN  CONDICIONES IDÓNEAS PARA SU USO, MEDIANTE LA REALIZACIÓN DE LAS  CORRESPONDIENTES ACCIONES DE LIMPIEZA Y MANTENIMIENTO.;
001201;93302;02;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS Y USUARIOS DE LOS EDIFICIOS  PÚBLICOS Y MEJORAR LA ACCESIBILIDAD A LOS MISMOS MEDIANTE LAS  CORRESPONDIENTES OBRAS DE REFORMA.;
001202;15322;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS VÍAS PÚBLICAS  QUE HAN SIDO DELEGADAS EN LOS DISTRITOS;
001202;17102;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS ZONAS VERDES  QUE HAN SIDO DELEGADAS EN LOS DISTRITOS;
001202;23102;01;PROMOVER EL BIENESTAR SOCIAL DE MENORES, ADOLESCENTES Y FAMILIAS DEL  DISTRITO, APOYANDO A ÉSTAS EN LA CRIANZA Y EDUCACION DE SUS HIJOS, CON  CRITERIOS TRANSVERSALES DE GÉNERO, MEDIANTE PRESTACIONES DE CARÁCTER  SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS MENORES Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR Y LABORAL. GARANTIZAR COBERTURA DE NECESIDADES BASICAS A FAMILIAS Y MENORES EN SITUACION DE NECESIDAD PROVOCADA POR LA PANDEMIA COVID19 Y POSTERIOR CRISIS SOCIOECONÓMICA. Y EN CONCRETO POR LA SUBIDA DEL PRECIO DEL ALQUILER DE VIVIENDA Y/ O ESCASEZ DEL MISMO;
001202;23102;02;ATENDER A FAMILIAS Y MENORES EN SITUACIÓN DE RIESGO DE EXCLUSIÓN SOCIAL MEDIANTE PROGRAMAS DE INTERVENCIÓN PSICOSOCIAL CON CRITERIOS TRANSVERSALES DE GÉNERO. LAS ACTUACIONES SE REALIZARÁN EN COORDINACIÓN CON EL CENTRO DE ATENCIÓN A LA INFANCIA, PARA ATENDER LOS CASOS QUE REQUIERAN ATENCIÓN GRUPAL O INDIVIDUAL ESPECIALIZADA, ASÍ COMO CON OTRAS MESAS DE COORDINACIÓN INSTITUCIONAL (ABSENTISMO, SALUD);
001202;23103;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL  DISTRITO EN SU PROPIO ENTORNO SOCIAL MEDIANTE LOS SERVICIOS DE AYUDA A  DOMICLIO Y EL SEGUIMIENTO Y LA ATENCION INDIVIDUAL DE LAS PERSONAS  MAYORES EN EL CENTRO DE SERVICIOS SOCIALES ASÍ COMO A SUS FAMILIARES Y  CUIDADORES.;
001202;23103;02;POTENCIAR LA PARTICIPACIÓN DE LOS Y LAS MAYORES EN LA VIDA SOCIAL Y PREVENIR SU DETERIORO FÍSICO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y UTILIZACIÓN DEL TIEMPO LIBRE SALUDABLE, MEDIANTE LA ANIMACIÓN SOCIOCULTURAL DE LOS CENTROS DE MAYORES Y LAS ACTUACIONES QUE PROMUEVEN LA MEJORA DE LA CALIDAD DE VIDA Y LA PROMOCIÓN DE UNA VEJEZ ACTIVA CON CRITERIOS TRANSVERSALES DE GÉNERO. POTENCIAR LAS ACTIVIDADES COMUNITARIAS E INTERGENERACIONALES CON MENORES, INPLICANDO A OTROS PORYECTOS DISTRITALES Y CENTROS EDUCATIVOS DEL DISTRITO.;
001202;23103;03;APOYO A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO PARA LAS PERSONAS MAYORES, MEDIANTE LA DETECCIÓN DE LOS CASOS DE RIESGO EN EL CENTRO DE SERVICIOS SOCIALES, LOS PROYECTOS DE ATENCIÓN GRUPAL DEL DISTRITO Y LAS ACTUACIONES DEL ÁREA DELEGADA CON COMPETENCIAS EN LOS SERVICIOS SOCIALES MUNICIPALES.;
001202;23103;04;ATENDER A LAS PERSONAS MAYORES DEL DISTRITO CON DEMENCIA O CON DETERIORO FUNCIONAL, RELACIONAL O COGNITIVO, MEDIANTE LA UTILIZACIÓN DE LOS CENTROS DE DÍA MUNICIPALES, PREVIA DETECCIÓN DE LOS CASOS DE RIESGO EN EL CENTRO DE SERVICIOS SOCIALES, Y DE LA ORIENTACIÓN A LAS FAMILIAS Y DE LA GESTIÓN DE LOS RECURSOS PÚBLICOS EXISTENTES CON CRITERIOS TRANSVERSALES DE GÉNERO.;
001202;23103;05;FAVORECER ALTERNATIVAS DE CONVIVENCIA PARA LAS PERSONAS QUE NO PUEDEN PERMANECER EN SU DOMICILIO MEDIANTE LA GESTIÓN DE SOLICITUDES PARA ALOJAMIENTOS ALTERNATIVOS. EN LA ATENCIÓN SOCIAL QUE SE REALIZA EN EL CENTROS DE SERVICIOS SOCIALES SE ORIENTA, INFORMA Y ASESORA A LAS FAMILIAS Y/O AL PROPIO/A INTERESADO/A SOBRE LAS POSIBILIDADES EXISTENTES Y SE GESTIONAN LOS RECURSOS DE LA RED PÚBLICA MUNICIPAL Y DE COMUNIDAD AUTONOMA.  FACILITAR AYUDAS ECONOMICAS PARA ALOJAMIENTOS TEMPORALES DE EMERGENCIA HASTA LA CONSECUCION DE LAS PLAZAS PUBLICAS DE COMUNIDAD DE MADRID.;
001202;23103;06;PROMOVER Y FACILITAR QUE LAS PERSONAS MAYORES DEL DISTRITO DE ARGANZUELA PERMANEZCAN EN SU DOMICILIO Y EN SU ENTORNO, EVITANDO RIESGOS DE EXCLUSIÓN, PROBLEMAS DE SOLEDAD O AISLAMIENTO, CON LA IMPLICACIÓN DE LOS VECINOS/AS, COMERCIOS, FARMACIAS, ASOCIACIONES, ENTIDADES, COMUNIDADES VECINALES, CENTROS DE SALUD DE ATENCIÓN PRIMARIA QUE PUEDAN SER CLAVES EN LA DETECCIÓN DE POSIBLES CASOS DE VULNERABILIDAD EN  LOS/AS MAYORES DE TODOS LOS BARRIOS QUE CONFORMAN EL DISTRITO. INTERVENCIÓN COMUNITARIA INTERGENERACIONAL COMO MEDIO DE PREVENCIÓN DEL AISLAMIENTO Y DE LA SOLEDAD.;
001202;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LO/AS CIUDADANO/AS DENTRO DEL SISTEMA PÚBLICO DE SERVICIOS SOCIALES Y EL ACCESO A LAS PRESTACIONES SOCIALES QUE LO COMPONEN CON ESPECIAL INCIDENCIA SOBRE AQUELLOS COLECTIVOS EN SITUACIÓN DE EXCLUSIÓN O VULNERABILIDAD SOCIALES. PREVENIR LAS SITUACIONES INDIVIDUALES O FAMILIARES DE RIESGO SOCIAL MEDIANTE LA GESTIÓN DE PRESTACIONES Y PROYECTOS PROPIOS QUE FAVOREZCAN LA INSERCIÓN SOCIAL Y LABORAL DE LOS COLECTIVOS MÁS DESFAVORECIDOS, ASI COMO LA PREVENCION DE LA SOLEDAD NO DESEADA EN PERSONAS ADULTAS Y JOVENES.;
001202;23106;02;GARANTIZAR LA ATENCIÓN SOCIAL DE LOS CIUDADANOS EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES, MEDIANTE LA ATENCIÓN SOCIAL INDIVIDUAL QUE SE REALIZA EN EL CENTRO DE SERVICIOS SOCIALES Y EN LOS PUNTOS DE ATENCIÓN SOCIAL, MEDIANTE EL CIRCUITO DE ATENCIÓN SOCIAL QUE INCLUYE LA PRIMERA ATENCIÓN, LAS UNIDADES DE TRABAJO SOCIAL DE ZONA Y LA INTERVENCIÓN GRUPAL Y COMUNITARIA, CON CRITERIOS TRANSVERSALES DE GÉNERO.;
001202;23106;03;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS CON DIVERSIDAD FUNCIONAL Y SUS FAMILIARES PROPORCIONÁNDOLES LOS RECURSOS Y PRESTACIONES NECESARIAS;
001202;23106;04;PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE PRESTACIONES ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIOLABORAL.;
001202;23106;05;ATENDER LAS NECESIDADES DE LAS PERSONAS SIN HOGAR MEDIANTE LA INTERVENCIÓN SOCIAL Y LAS AYUDAS ECONÓMICAS QUE FAVOREZCAN SU INTEGRACIÓN SOCIAL.;
001202;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES PERIÓDICAS Y PROGRAMADAS, ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS;
001202;31101;02;MEJORAR EL CONTROL DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS ESTABLECIMIENTOS CON INCIDENCIA DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTALECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CUIDADO Y RECREO INFANTIL, PISCINAS).;
001202;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL.;
001202;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SEGURIDAD ALIMENTARIA, PROTECCIÓN ANIMAL Y SALUBRIDAD PÚBLICA.;
001202;32301;01;MEJORAR LA CALIDAD DE LOS CENTROS EDUCATIVOS MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE MANTENIMIENTO, CONSERVACIÓN Y REPARACION DE LOS MISMOS.;
001202;32301;02;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LOS MENORES DE TRES AÑOS MEDIANTE LA CREACIÓN DE UNA RED DE ESCUELAS INFANTILES MUNICIPALES CON PROYECTO COEDUCATIVO CON PERSPECTIVA DE GÉNERO.;
001202;32301;03;COLABORAR CON LA COMUNIDAD EDUCATIVA EN EL PROCESO DE ADMISIÓN DEL ALUMNADO EN LOS CENTROS EDUCATIVOS MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN LOS SERVICIOS DE APOYO A LA ESCOLARIZACIÓN Y GARANTIZAR Y SUPERVISAR LA IGUALDAD EN EL ACCESO A LOS CENTROS.;
001202;32301;04;INFORMAR, ORIENTAR Y ASESORAR A LA COMUNIDAD EDUCATIVA DEL DISTRITO.;
001202;32301;05;GESTIÓN DE LA CESIÓN DE USO DE CENTROS ESCOLARES DE TITULARIDAD MUNICIPAL.;
001202;32601;01;FOMENTAR EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR DEL DISTRITO  MEDIANTE ACTIVIDADES COEDUCATIVAS QUE PROMUEVAN LA IGUALDAD.;
001202;32601;02;PROMOVER LA PARTICIPACIÓN Y EL DESARROLLO DE LA CREATIVIDAD MEDIANTE EL FOMENTO DE ACTIVIDADES ARTÍSTICAS Y LA REALIZACIÓN DE CERTÁMENES Y CONCURSOS ESCOLARES TENIENDO EN CUENTA LA IGUALDAD DE GÉNERO.;
001202;32601;03;PROMOVER LA CONVIVENCIA EN LOS CENTROS EDUCATIVOS Y LA PARTICIPACIÓN DE LA COMUNIDAD EDUCATIVA EN EL DESARROLLO DEL PLAN LOCAL DE INFANCIA Y ADOLESCENCIA DE MADRID.;
001202;32601;04;POTENCIAR EL DESARROLLO DE HABILIDADES QUE POSIBILITEN EL CRECIMIENTO INTEGRAL DE LAS  FAMILIAS.;
001202;32601;05;FOMENTAR LA FORMACION DE ADULTOS EN EL DISTRITO.;
001202;32601;06;FOMENTAR LAS SALIDAS EDUCATIVAS, CULTURALES, SOCIALES Y DE OCIO DEL ALUMNADO.;
001202;32601;07;MEJORAR LA CALIDAD DE LOS CENTROS EDUCATIVOS MEDIANTE LA REALIZACIÓN DE  LAS CORRESPONDIENTES ACCIONES DE MANTENIMIENTO, CONSERVACIÓN Y REPARACIÓN DE LOS MISMOS.;
001202;33401;01;FOMENTAR Y PROMOCIONAR LA CULTURA EN EL DISTRITO MEDIANTE LA ORGANIZACIÓN Y REALIZACIÓN DE ACTIVIDADES CULTURALES.;
001202;33401;02;SATISFACER LAS NECESIDADES DE EXPRESIÓN Y EL DESARROLLO DE CAPACIDADES DE LOS VECINOS DEL DISTRITO MEDIANTE UNA OFERTA VARIADA DE ACTIVIDADES SOCIOCULTURALES Y RECREATIVAS.;
001202;33401;03;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS POPULARES.;
001202;33401;04;OBTENER MAYOR PARTICIPACIÓN DE LOS VECINOS Y VECINAS EN LAS ACTIVIDADES CULTURALES PROGRAMADAS POR EL DISTRITO MEDIANTE EL ANÁLISIS DE LA DEMANDA Y DIFUSIÓN DE LA OFERTA.;
001202;34101;01;PROMOCIONAR LOS DEPORTES ENTRE LOS VECINOS DEL DISTRITO, ORGANIZANDO COMPETICIONES, TORNEOS DEPORTIVOS MUNICIPALES Y OTRAS ACTIVIDADADES DE PROMOCIÓN NO COMPETITIVA.;
001202;34101;02;FOMENTAR LA PRÁCTICA DEL DEPORTE EN LA POBLACIÓN ESCOLAR DEL DISTRITO A TRAVÉS DE LAS ESCUELAS DE PROMOCIÓN DEPORTIVA EN CENTROS ESCOLARES.;
001202;34101;03;PROMOVER LA IGUALDAD DE GÉNERO EN LAS ACTIVIDADES DEPORTIVAS QUE SE REALIZAN EN EL DISTRITO.;
001202;34201;01;MANTENER EN LAS CONDICIONES ADECUADAS DE USO Y MEJORAR LAS INSTALACIONES DEPORTIVAS MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001202;34201;02;PONER A DISPOSICIÓN DE LOS CIUDADANOS LOS CENTROS DEPORTIVOS MUNICIPALES E INSTALACIONES DEPORTIVAS BÁSICAS PARA EL FOMENTO DE LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DE DEPORTES EN EL DISTRITO.;
001202;34201;03;FOMENTAR Y FACILITAR LA PRÁCTICA DEL DEPORTE, ADECUANDO LA OFERTA DE LAS ACTIVIDADES DEPORTIVAS PROGRAMADAS, A LAS DIFERENTES NECESIDADES Y DEMANDAS DE LOS VECINOS DEL DISTRITO.;
001202;34201;04;PROMOCIONAR LA IGUALDAD DE GÉNERO EN LAS INSTALACIONES DEPORTIVAS DE LOS DISTRITOS.;
001202;49300;01;EFECTUAR LABORES DE INSPECCION Y CONTROL DE LOS ESTABLECIMIENTOS COMERCIALES PARA FOMENTAR UN COMERCIO DE CALIDAD Y GARANTIZAR LA SEGURIDAD DE BIENES Y SERVICIOS;
001202;49300;02;PROTEGER LOS DERECHOS DE LOS CONSUMIDORES MEDIANTE EL ASESORAMIENTO Y GESTION DE RECLAMACIONES Y DENUNCIAS PRESENTADAS ANTE LA OFICINA MUNICIPAL AL CONSUMIDOR (OMIC), FOMENTANDO LA INFORMACION DE CONSUMIDORES Y EMPRESAS;
001202;49300;03;REFORZAR LA CALIDAD DE LOS SERVICIOS MUNICIPALES DE CONSUMO.;
001202;91220;01;DESARROLLO DE LAS ACTIVIDADES RELACIONADAS CON EL EJERCICIO DE LAS  FUNCIONES DE GOBIERNO.;
001202;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS DE COMPETENCIA DEL DISTRITO, APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE LAS FUNCIONES DE LA MISMA MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN ADMINISTRATIVA, INCLUYENDO CLÁUSULAS SOCIALES DE IGUALDAD DE GÉNERO EN LA CONTRATACIÓN.;
001202;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS EXPEDIENTES DE GASTO.;
001202;92001;03;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA, TANTO A LOS ÓRGANOS UNIPERSONALES Y COLEGIADOS DEL DISTRITO, COMO A LAS UNIDADES ADMINISTRATIVAS DEPENDIENTES DEL MISMO, MEDIANTE LA REALIZACIÓN DE INFORMES JURÍDICOS Y LA PREPARACIÓN DE EXPEDIENTES QUE SE ELEVEN A APROBACIÓN.;
001202;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE LICENCIAS URBANÍSTICAS Y DE OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;
001202;92001;05;AUMENTAR EL CONTROL DE LA LEGALIDAD URBANÍSTICA VIGENTE MEDIANTE LA REALIZACIÓN DE INSPECCIONES URBANÍSTICAS Y LA TRAMITACIÓN DE PROCEDIMIENTOS DE DISCIPLINA URBANISTICA  Y SANCIONADORES.;
001202;92001;06;MEJORAR LOS SERVICIOS PRESTADOS A LA CIUDADANÍA MEDIANTE LA GESTIÓN DE UN SISTEMA INTEGRADO DE SUGERENCIAS Y RECLAMACIONES.;
001202;92401;01;POTENCIAR LA PARTICIPACIÓN DE LA CIUDADANÍA DEL DISTRITO A TRAVÉS DE LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS EN EL REGLAMENTO ORGÁNICO DE PARTICIPACIÓN  CIUDADANA DEL AYUNTAMIENTO DE MADRID.;
001202;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL DESARROLLO SOCIAL DEL DISTRITO.;
